Ano Término Fiscalização;Mês Término Fiscalização;CNPJ Estabelecimento;Nome Empregador;Logradouro Local Fiscalizado;;;Município Local Fiscalizado;UF Local Fiscalizado;;
2008;2008/08;01.019.722/0001-50;ADRIANO PEDRO DA SILVA ME;AV. ELZA LUCCHI, 150;88130-000;PONTE DO IMARUIM;Palhoça;Santa Catarina;;
2010;2010/08;Sem Informação;ADRIANO PEREIRA;RUA DOMÍCIO FREITAS, 2350;88000-000;CARIANOS;Florianópolis;Santa Catarina;;
2009;2009/03;00.411.027/0001-77;ADRIANO SILVA & CIA LTDA ME;R.N. SENHORA DOS NAVEGANTES, LOTE 11, QUADRA 09;88115-390;SERRARIA;São José;Santa Catarina;;
2010;2010/02;03.057.540/0001-08;ADRIANO VILANI ME MATRIZ;AV VER MANOEL JOSE SANTOS,702;88215-000;CENTRO;Bombinhas;Santa Catarina;;
2012;2012/01;Sem Informação;ADRIANO WERNKE;ESTRADA GERAL SãO MARTINHO;89186-000;INTERIOR AURORA;Aurora;Santa Catarina;;
2010;2010/10;Sem Informação;ADRIANO ZAMPIVA;AVENIDA DES. PEDRO SILVA 2045;88000-000;COQUEIROS;Florianópolis;Santa Catarina;;
2010;2010/09;04.751.377/0001-33;ADRICK COMERCIO DE ALIMENTOS LTDA ME;RUA BOCAIUVA,2468;88015-500;CENTRO;Florianópolis;Santa Catarina;;
2010;2010/06;03.606.125/0001-58;ADRIEL GOULART DE BORBA ME;RUA BOEHMERWALDT,2605;89231-400;BOEHMERWALDT;Joinville;Santa Catarina;;
2011;2011/09;04.280.374/0001-69;ADRITA EMPREITEIRA DE MAO DE OBRA LTDA;R. PREF MANOEL EVALDO MULLER 3388;88375-000;VOLTA GRANDE;Navegantes;Santa Catarina;;
2010;2010/06;04.280.374/0001-69;ADRITA EMPREITEIRA DE MAO DE OBRA LTDA;RUA FRANCISCO RIFFEL, 118;89027-330;PROGRESSO;Blumenau;Santa Catarina;;
2012;2012/04;04.280.374/0001-69;ADRITA EMPREITEIRA DE MAO DE OBRA LTDA;RUA FRANCISCO RIFFEL, 118;89027-330;PROGRESSO;Blumenau;Santa Catarina;;
2012;2012/03;01.211.949/0001-01;ADS ARAMADOS E TUBULARES LTDA ME;RUA IZIDIO CARLOS PEIXER, 322;89270-000;ILHA DA FIGUEIRA;Guaramirim;Santa Catarina;;
2010;2010/05;07.496.860/0001-07;ADSERV ADM DE SERV DE SEG E VIG LTDA;RUA CéSAR DALCóQUIO 4500;88311-550;SALSEIROS;Itajaí;Santa Catarina;;
2009;2009/02;07.496.860/0001-07;ADSERV ADM EM SERVIçOS DE SEG E VIG LTDA;R CESAR A. DALçOQUIO , 4500;88311-550;SALSEIROS;Itajaí;Santa Catarina;;
2011;2011/11;07.496.860/0001-07;ADSERV ADM SERV SEGUR VIGILANCIA LTDA ME;RUA CÉSAR AUGUSTO DALÇOQUIO 4500;88311-550;SALSEIROS;Itajaí;Santa Catarina;;
2011;2011/12;07.496.860/0001-07;ADSERV ADMINISTRACAO EM SERV DE SEG E VIG LTDA;R HILDO SILVA , 191;88305-310;BARRA DO RIO;Itajaí;Santa Catarina;;
2010;2010/09;07.496.860/0001-07;ADSERV ADMINISTRAÇÃO EM SERV DE SEGURANÇA E VIGILÂNCIA;RUA CESAR AUGUSTO DALCOQUIO 4500;88311-550;SALSEIROS;Itajaí;Santa Catarina;;
2009;2009/02;02.531.343/0001-08;ADSERVI ADMINISTRADORA DE SERVICOS LTDA;CAMPUS UNIVERSITARIO DA UFSC;88000-000;TRINDADE;Florianópolis;Santa Catarina;;
2009;2009/03;02.531.343/0001-08;ADSERVI ADMINISTRADORA DE SERVICOS LTDA;RUA DOMINGOS PEDRO HERMES, 1109;88113-330;JD CIDADE FPOLIS;São José;Santa Catarina;;
2009;2009/05;02.531.343/0001-08;ADSERVI ADMINISTRADORA DE SERVICOS LTDA;SERVIÇO RADIOLOGIA DO HU DA UFSC;88000-000;CAMPUS DA UFSC;Florianópolis;Santa Catarina;;
2011;2011/12;11.231.182/0001-28;ADSERVI SERVICOS E COMERCIO LTDA;RUA DOMINGOS PEDRO HERMES 1109 ANDAR 1;88111-330;JD CID FLORIANOPOLIS;São José;Santa Catarina;;
2012;2012/05;11.231.182/0001-28;ADSERVI SERVICOS E COMERCIO LTDA;RUA DOMINGOS PEDRO HERMES 1109 ANDAR 1;88111-330;JD CID FLORIANOPOLIS;São José;Santa Catarina;;
2009;2009/10;07.261.678/0001-77;ADSERVI SERVICOS ESPECIAIS LTDA.;RUA DOMINGOS PEDRO HERMES, 1109;88113-330;JD CIDADE FPOLIS;São José;Santa Catarina;;
2009;2009/02;07.261.678/0001-77;ADSERVI SERVIÇOS ESPECIAIS LTDA.;RUA DOMINGOS PEDRO HERMES, 1109;88113-330;JD CIDADE FPOLIS;São José;Santa Catarina;;
2009;2009/12;05.532.547/0001-51;ADSON EGER;RODOVIA SC 427 KM 16,490;88430-000;CENTRO;Petrolândia;Santa Catarina;;
2010;2010/09;81.370.306/0001-31;ADV COMERCIO E DISTRIBUICAO LTDA;RUA PASTOR ALBERT SCHNEIDER, 1465;89260-300;BARRA DO RIO CERRO;Jaraguá do Sul;Santa Catarina;;
2009;2009/03;81.370.306/0001-31;ADV COMERCIO E DISTRIBUICAO LTDA;RUA PASTOR ALBERT SCHNEIDER, 1465;89260-300;BARRA DO RIO CERRO;Jaraguá do Sul;Santa Catarina;;
2008;2008/12;08.088.731/0001-42;ADV EMPREEND. IMOB. LTDA.;RUA FLORIANO PEIXOTTO, 60;89600-000;CENTRO;Joaçaba;Santa Catarina;;
2009;2009/09;08.088.731/0001-42;ADV EMPREENDIMENTOS IMOBILIÁRIOS LTDA;RUA FLORIANO PEIXOTO, 60;89600-000;CENTRO;Joaçaba;Santa Catarina;;
2009;2009/11;08.088.731/0001-42;ADV EMPREENDIMENTOS IMOBILIORIOS LTDA;RUA FLORIANO PEIXOTO, 60;89600-000;CENTRO;Joaçaba;Santa Catarina;;
2009;2009/11;08.088.731/0001-42;ADV EMPREENDIMENTOS IMOBILIORIOS LTDA;RUA FLORIANO PEIXOTO, 60;89600-000;CENTRO;Joaçaba;Santa Catarina;;
2008;2008/08;04.581.189/0001-04;ADVACED CENTRO DE ESTUDOS DE IDIOMAS LTDA;AV. GETULIO VARGAS, 140 S 1O ANDAR;89802-001;CENTRO;Chapecó;Santa Catarina;;
2009;2009/09;10.390.988/0001-04;ADVENTURE COMERCIO DE VEICULOS LTDA;RUA WALDEMAR OURIQUES,584;88090-050;CAPOERIAS;Florianópolis;Santa Catarina;;
2010;2010/01;06.323.300/0001-98;ADVENTURE PICK UP CENTER IND E COM LTDA;RUA TUIUTI,3835;89226-001;AVENTUREIRO;Joinville;Santa Catarina;;
2010;2010/09;06.323.300/0001-98;ADVENTURE PICK UP CENTER IND E COM LTDA;RUA TUIUTI,3835;89226-001;AVENTUREIRO;Joinville;Santa Catarina;;
2012;2012/01;03.404.018/0010-38;ADVOCACIA BELLINATI PEREZ;AV DESEMBARGADOR PEDRO SILVA,540;88802-300;BAIRRO MICHEL;Criciúma;Santa Catarina;;
2010;2010/01;03.404.018/0010-38;ADVOCACIA BELLINATI PEREZ;AV DESEMBARGADOR PEDRO SILVA,540, SL 507 E 509;88802-300;BAIRRO MICHEL;Criciúma;Santa Catarina;;
2008;2008/09;03.404.018/0021-90;ADVOCACIA BELLINATI PEREZ;AV MARCOS KONDER,1313;88301-906;CENTRO;Itajaí;Santa Catarina;;
2012;2012/05;03.404.018/0021-90;ADVOCACIA BELLINATI PEREZ;AV MARCOS KONDER,1313;88301-906;CENTRO;Itajaí;Santa Catarina;;
2009;2009/11;03.404.018/0023-52;ADVOCACIA BELLINATI PEREZ;AV RIO BRANCO,533;88015-201;CENTRO;Florianópolis;Santa Catarina;;
2010;2010/03;03.404.018/0002-28;ADVOCACIA BELLINATI PEREZ;AV XV DE NOVEMBRO,550;89010-000;CENTRO;Blumenau;Santa Catarina;;
2009;2009/08;03.404.018/0001-47;ADVOCACIA BELLINATI PEREZ;AVENIDA MARCOS KONDER, 1313-3º ANDF, SALA 306;88301-906;CENTRO;Itajaí;Santa Catarina;;
2009;2009/08;03.404.018/0024-33;ADVOCACIA BELLINATI PEREZ;R MARECHAL DEODORO DA FONSECA,400;89802-140;CENTRO;Chapecó;Santa Catarina;;
2009;2009/12;03.404.018/0024-33;ADVOCACIA BELLINATI PEREZ;R MARECHAL DEODORO DA FONSECA,400__E SALA 1003;89802-140;CENTRO;Chapecó;Santa Catarina;;
2009;2009/09;03.404.018/0034-05;ADVOCACIA BELLINATI PEREZ;RUA JOAO DE CASTRO,68;88501-904;CENTRO;Lages;Santa Catarina;;
2012;2012/05;03.404.018/0008-13;ADVOCACIA BELLINATI PEREZ;RUA SAO JOAQUIM,120;89201-160;CENTRO;Joinville;Santa Catarina;;
2010;2010/02;03.404.018/0008-13;ADVOCACIA BELLINATI PEREZ;RUA SAO JOAQUIM,128 - SL 12;89201-160;CENTRO;Joinville;Santa Catarina;;
2011;2011/05;10.268.914/0001-91;ADX LTDA EPP;AVENIDA ANICETO ZACCHI, 228, SALA 03;88130-301;PONTE DO IMARUIM;Palhoça;Santa Catarina;;
2012;2012/01;10.519.501/0001-32;AEA INDUSTRIA E COMERCIO DE BOLSAS LTDA ME;RUA LUCAS CIPRIANI,43;88240-000;CENTRO;São João Batista;Santa Catarina;;
2011;2011/06;12.590.159/0001-92;AÉRCIO CAMARGO CHAVES;AV RIO GRANDE SN;88131-601;RIO GRANDE;Palhoça;Santa Catarina;;
2011;2011/08;81.561.458/0001-11;AERO LIVROS JORNAIS E REVISTA LTDA ME;AV. DIOMICIO FREITAS,1;88047-900;AEROPORTO;Florianópolis;Santa Catarina;;
2008;2008/10;81.561.458/0001-11;AERO LIVROS, JORNAIS E REVISTAS LTDA;AVENIDA DIOMICIO FREITAS 3393;88047-900;CAREANOS;Florianópolis;Santa Catarina;;
2008;2008/06;81.561.458/0001-11;AERO LIVROS, JORNAIS E REVISTAS LTDA;AVENIDA DIOMICIO FREITAS 3393;88047-900;CAREANOS;Florianópolis;Santa Catarina;;
2010;2010/03;79.387.858/0001-00;AEROAR INDUSTRIA MECANICA LTDA;RUA CLELIO MIOLA, S/N, LOTE 36 A;88514-500;AREA INDUSTRIAL;Lages;Santa Catarina;;
2011;2011/11;06.975.732/0001-83;AEROBAT BATERIAS LTDA ME;RODOVIA SC 459 KM 5;89817-000;INTERIOR;Guatambú;Santa Catarina;;
2011;2011/10;06.975.732/0001-83;AEROBAT BATERIAS LTDA ME;RODOVIA SC 459 KM 5,1;89817-000;INTERIOR;Guatambú;Santa Catarina;;
2009;2009/12;81.561.458/0001-11;AEROLIVROS JORNAIS E REVISTAS LTDA;AV DEP DIOMíCIO FREITAS 3393;88047-000;CARIANOS;Florianópolis;Santa Catarina;;
2008;2008/08;00.081.681/0001-60;AEROSPACE TURISMO E REPRESENTAÇÕES LTDA;RUA ANITA GARIBALDI 79 SALA 905;88000-000;CENTRO;Florianópolis;Santa Catarina;;
2011;2011/02;00.958.351/0001-00;AF CONST E EMPREENDIMENTOS LTDA;EST DOM JOAO BECKER 1075;88058-223;INGLESES;Florianópolis;Santa Catarina;;
2010;2010/10;09.072.719/0001-02;AF INCORPORADORA E ADMINISTRADORA DE BENS;R. JOINVILLE 304;88301-400;CENTRO;Itajaí;Santa Catarina;;
2010;2010/10;09.072.719/0001-02;AF INCORPORADORA E ADMINISTRADORA DE BENS LTDA;OBRA: RUA JOINVILLE 304;88301-400;CENTRO;Itajaí;Santa Catarina;;
2011;2011/02;03.309.091/0001-30;AF INDUSTRIA E COMERCIO DE CONFECCOES LTDA;ROD. ANTONIO HEIL 635 LOJA 38 SUP.;88352-501;SANTA TEREZA;Brusque;Santa Catarina;;
2010;2010/12;03.309.091/0001-30;AF INDúSTRIA E COMéRCIO DE CONFECCõES LTDA;ROD. ANTONIO HEIL 635 LOJA 38 SUP.;88352-501;SANTA TEREZA;Brusque;Santa Catarina;;
2011;2011/05;82.811.753/0001-41;AFA COM E MONTAGENS DE LUMINARIAS LTDA M;RUA GUSTAVO HALFPAP,566;88353-140;CENTRO;Brusque;Santa Catarina;;
2009;2009/10;02.643.208/0004-05;AFC TRANSPORTES E SERVIÇOS LTDA.;RUA OSVALDO CORREIA DE ANDRADE, 175;88110-660;N.SRA. DO ROSáRIO;São José;Santa Catarina;;
2009;2009/05;04.414.814/0001-23;AFEMAX SERVICOS LTDA;ROD BR 101 KM 206;88102-700;KOBRASOL;São José;Santa Catarina;;
2012;2012/03;04.414.814/0001-23;AFEMAX SERVICOS LTDA;ROD BR 101, KM 206, SN;88102-700;KOBRASOL;São José;Santa Catarina;;
2008;2008/12;09.047.460/0001-40;AFETTIVA RESID ASSIST PARA PESSOAS IDOSAS LTDA ME;RUA VOLNY MARTINS,20;88037-245;SANTA MONICA;Florianópolis;Santa Catarina;;
2009;2009/04;00.134.933/0001-71;AFFARI VIVENDA IND E COM LTDA;RUA ITAJAI,2021;89015-200;VORSTADT;Blumenau;Santa Catarina;;
2008;2008/07;00.134.933/0001-71;AFFARI VIVENDA IND E COM LTDA;RUA ITAJAI,2021;89015-200;VORSTADT;Blumenau;Santa Catarina;;
2011;2011/10;00.134.933/0001-71;AFFARI VIVENDA IND E COM LTDA;RUA ITAJAI,2021;89015-200;VORSTADT;Blumenau;Santa Catarina;;
2008;2008/06;05.418.548/0001-70;AFIATOOLS INDCOM FERRAMESPECLTDAME;RUA HELMUTH FALLGATTER,2647;89206-101;BOA VISTA;Joinville;Santa Catarina;;
2010;2010/06;05.418.548/0001-70;AFIATOOLS INDUSTRIA COMERCIO FERRAMENTAS ESPECIAIS L;RUA HELMUTH FALLGATTER,2647;89206-101;BOA VISTA;Joinville;Santa Catarina;;
2010;2010/07;02.829.160/0001-73;AFIAVILLE CONF E AFIACAO DE FERRAM LTDA;RUA PORTO RICO,44;89212-500;SANTA CATARINA;Joinville;Santa Catarina;;
2009;2009/02;79.675.245/0001-79;AFIBLU AFIACOES DE FACAS INDUSTRIAIS LTDA. ME;RUA DR. HENRIQUE HACKER, 272;89015-160;RIBEIRAO FRESCO;Blumenau;Santa Catarina;;
2008;2008/12;Sem Informação;AFICK;RUA PARIS, 301;SI;ITOUVAPA NORTE;Blumenau;Santa Catarina;;
2009;2009/11;05.007.966/0001-74;AFINIDADE - EMPREEND.E PARTICIPACOES LT;AV. OSMAR CUNHA SL.801 BLOCO C,183;88015-100;CENTRO;Florianópolis;Santa Catarina;;
